inst#,actual,predicted,error,distribution,,
17,1:positive,1:positive,,*0.966,0.02,0.014
18,1:positive,1:positive,,*0.984,0.005,0.011
19,1:positive,2:neutral,+,0.007,*0.554,0.439
20,1:positive,1:positive,,*0.994,0.006,0
21,1:positive,2:neutral,+,0.432,*0.568,0
22,1:positive,2:neutral,+,0.167,*0.82,0.013
23,1:positive,1:positive,,*0.994,0.005,0.001
24,1:positive,1:positive,,*0.989,0,0.011
25,1:positive,1:positive,,*0.799,0.196,0.005
26,1:positive,2:neutral,+,0.126,*0.866,0.009
27,1:positive,1:positive,,*0.984,0.006,0.01
28,1:positive,1:positive,,*0.913,0.075,0.012
29,1:positive,1:positive,,*0.995,0.005,0.001
30,1:positive,1:positive,,*0.795,0.203,0.002
31,1:positive,1:positive,,*0.562,0.436,0.001
32,1:positive,1:positive,,*0.507,0.031,0.462
33,1:positive,2:neutral,+,0.045,*0.773,0.182
34,1:positive,2:neutral,+,0.1,*0.874,0.027
35,1:positive,1:positive,,*0.987,0.009,0.004
36,1:positive,1:positive,,*0.736,0.251,0.013
37,1:positive,2:neutral,+,0.342,*0.492,0.167
38,1:positive,2:neutral,+,0.383,*0.616,0.001
39,1:positive,1:positive,,*0.913,0.083,0.005
40,1:positive,2:neutral,+,0.234,*0.76,0.006
41,1:positive,1:positive,,*0.773,0.227,0
42,1:positive,1:positive,,*0.811,0.11,0.078
43,1:positive,1:positive,,*0.998,0.002,0
44,1:positive,2:neutral,+,0.317,*0.576,0.107
45,1:positive,2:neutral,+,0.294,*0.677,0.029
46,1:positive,2:neutral,+,0.071,*0.915,0.015
47,1:positive,1:positive,,*0.925,0.023,0.052
48,1:positive,1:positive,,*0.626,0.371,0.003
49,1:positive,1:positive,,*0.841,0.151,0.007
50,1:positive,1:positive,,*0.702,0.297,0.001
51,1:positive,1:positive,,*0.962,0.038,0.001
52,1:positive,1:positive,,*0.998,0.001,0
53,1:positive,1:positive,,*0.671,0.002,0.327
54,1:positive,3:negative,+,0.196,0.196,*0.608
55,1:positive,1:positive,,*0.591,0.407,0.002
56,1:positive,1:positive,,*0.88,0.12,0
57,1:positive,2:neutral,+,0.021,*0.85,0.13
58,1:positive,2:neutral,+,0.013,*0.981,0.006
59,1:positive,1:positive,,*0.716,0.277,0.008
60,1:positive,2:neutral,+,0.002,*0.735,0.263
61,1:positive,1:positive,,*0.52,0.479,0.001
62,1:positive,1:positive,,*1,0,0
63,1:positive,1:positive,,*0.901,0.098,0.001
64,1:positive,1:positive,,*1,0,0
65,1:positive,1:positive,,*0.988,0.012,0
66,1:positive,2:neutral,+,0.426,*0.563,0.011
67,1:positive,2:neutral,+,0.06,*0.703,0.237
68,1:positive,1:positive,,*0.884,0.069,0.046
69,1:positive,1:positive,,*0.807,0.171,0.022
70,1:positive,1:positive,,*0.994,0.001,0.005
71,1:positive,2:neutral,+,0.393,*0.606,0.001
72,1:positive,3:negative,+,0.471,0.046,*0.483
73,1:positive,1:positive,,*0.79,0.201,0.01
74,1:positive,1:positive,,*0.577,0.419,0.003
75,1:positive,2:neutral,+,0.129,*0.87,0.001
76,1:positive,1:positive,,*0.974,0.025,0.001
77,1:positive,1:positive,,*0.404,0.253,0.343
78,1:positive,2:neutral,+,0.029,*0.776,0.196
79,1:positive,2:neutral,+,0.144,*0.848,0.008
80,1:positive,1:positive,,*0.722,0.277,0.001
81,1:positive,2:neutral,+,0.268,*0.721,0.011
82,1:positive,3:negative,+,0.006,0.045,*0.949
83,1:positive,2:neutral,+,0.28,*0.72,0.001
84,1:positive,2:neutral,+,0.303,*0.622,0.075
85,1:positive,1:positive,,*0.644,0.355,0.002
86,1:positive,1:positive,,*0.883,0.116,0.001
87,1:positive,3:negative,+,0.006,0.371,*0.622
88,1:positive,1:positive,,*1,0,0
89,1:positive,2:neutral,+,0.153,*0.836,0.011
90,1:positive,1:positive,,*0.985,0.012,0.002
91,1:positive,2:neutral,+,0.085,*0.891,0.024
92,1:positive,1:positive,,*0.526,0.474,0
93,1:positive,1:positive,,*0.56,0.003,0.437
94,1:positive,1:positive,,*0.962,0.038,0
95,1:positive,1:positive,,*0.988,0.011,0.001
96,1:positive,1:positive,,*0.821,0.178,0.001
97,1:positive,1:positive,,*0.969,0.026,0.005
98,1:positive,3:negative,+,0.305,0.019,*0.676
99,1:positive,1:positive,,*0.992,0.005,0.004
100,1:positive,1:positive,,*0.923,0.066,0.011
101,1:positive,1:positive,,*0.949,0.027,0.024
102,1:positive,1:positive,,*0.99,0.009,0.001
103,1:positive,2:neutral,+,0.403,*0.583,0.013
104,1:positive,2:neutral,+,0.216,*0.781,0.004
105,1:positive,1:positive,,*0.61,0.374,0.016
106,1:positive,2:neutral,+,0.143,*0.848,0.009
107,1:positive,2:neutral,+,0.014,*0.922,0.064
108,1:positive,1:positive,,*0.975,0.025,0
109,1:positive,2:neutral,+,0.012,*0.987,0.001
110,1:positive,2:neutral,+,0.288,*0.613,0.098
111,1:positive,2:neutral,+,0.023,*0.936,0.041
112,1:positive,1:positive,,*0.803,0.1,0.097
113,1:positive,2:neutral,+,0.225,*0.631,0.143
114,1:positive,2:neutral,+,0.378,*0.604,0.018
115,1:positive,1:positive,,*0.997,0.003,0
116,1:positive,2:neutral,+,0.208,*0.629,0.163
117,1:positive,1:positive,,*0.75,0.246,0.005
118,1:positive,1:positive,,*0.527,0.007,0.466
119,1:positive,2:neutral,+,0.383,*0.53,0.087
120,1:positive,1:positive,,*0.587,0.078,0.335
121,1:positive,1:positive,,*0.897,0.042,0.061
122,1:positive,1:positive,,*0.984,0.011,0.005
123,1:positive,1:positive,,*0.905,0.092,0.002
124,1:positive,1:positive,,*0.801,0.102,0.097
125,1:positive,3:negative,+,0.05,0.031,*0.92
126,1:positive,2:neutral,+,0.224,*0.771,0.005
127,1:positive,2:neutral,+,0.477,*0.518,0.005
128,1:positive,2:neutral,+,0.291,*0.645,0.064
129,1:positive,1:positive,,*0.787,0.187,0.027
130,1:positive,1:positive,,*0.654,0.346,0
131,1:positive,1:positive,,*0.993,0.001,0.006
132,1:positive,1:positive,,*0.663,0.27,0.068
133,1:positive,1:positive,,*0.945,0.053,0.001
134,1:positive,1:positive,,*0.751,0.249,0
135,1:positive,1:positive,,*0.982,0.01,0.008
136,1:positive,1:positive,,*0.996,0.004,0
137,1:positive,1:positive,,*0.823,0.175,0.003
138,1:positive,1:positive,,*0.784,0.212,0.005
139,1:positive,1:positive,,*0.963,0.036,0.001
140,1:positive,1:positive,,*1,0,0
141,1:positive,2:neutral,+,0.202,*0.797,0
142,1:positive,1:positive,,*0.524,0.474,0.002
143,1:positive,2:neutral,+,0.311,*0.67,0.019
144,1:positive,1:positive,,*0.84,0.081,0.079
145,1:positive,1:positive,,*0.734,0.266,0
146,1:positive,1:positive,,*0.978,0.022,0
147,1:positive,1:positive,,*0.977,0.021,0.002
148,1:positive,1:positive,,*0.607,0.228,0.165
149,1:positive,3:negative,+,0.098,0.415,*0.487
150,1:positive,2:neutral,+,0.256,*0.744,0
151,1:positive,1:positive,,*0.651,0.294,0.055
152,1:positive,3:negative,+,0.066,0.287,*0.647
153,1:positive,1:positive,,*0.967,0.016,0.017
154,1:positive,1:positive,,*0.97,0.029,0.001
155,1:positive,2:neutral,+,0.044,*0.954,0.002
156,1:positive,1:positive,,*0.7,0.3,0.001
157,1:positive,1:positive,,*0.996,0.003,0.001
158,1:positive,2:neutral,+,0.178,*0.814,0.008
159,1:positive,1:positive,,*0.981,0.015,0.004
160,1:positive,2:neutral,+,0.21,*0.782,0.007
161,1:positive,1:positive,,*0.985,0.014,0.001
162,1:positive,1:positive,,*1,0,0
163,1:positive,1:positive,,*0.908,0.07,0.022
164,1:positive,1:positive,,*0.72,0.279,0.001
165,1:positive,1:positive,,*0.924,0.062,0.014
166,1:positive,1:positive,,*0.783,0.217,0
167,1:positive,1:positive,,*0.984,0.013,0.003
168,1:positive,2:neutral,+,0.089,*0.857,0.055
169,1:positive,2:neutral,+,0.219,*0.78,0.001
170,1:positive,1:positive,,*0.854,0.145,0.001
171,1:positive,1:positive,,*0.994,0.005,0.002
172,1:positive,1:positive,,*0.931,0.035,0.034
173,1:positive,1:positive,,*0.913,0.082,0.005
174,1:positive,2:neutral,+,0.293,*0.704,0.003
175,1:positive,2:neutral,+,0.084,*0.705,0.211
176,3:negative,3:negative,,0.002,0.017,*0.981
177,3:negative,2:neutral,+,0.341,*0.612,0.047
178,3:negative,3:negative,,0.001,0.323,*0.676
179,3:negative,1:positive,+,*0.514,0.075,0.411
180,3:negative,3:negative,,0.135,0.012,*0.853
181,3:negative,2:neutral,+,0.004,*0.668,0.328
182,3:negative,3:negative,,0.089,0.337,*0.574
183,3:negative,2:neutral,+,0.003,*0.619,0.378
184,3:negative,2:neutral,+,0.301,*0.428,0.271
185,3:negative,3:negative,,0.016,0.322,*0.662
186,3:negative,3:negative,,0.412,0,*0.588
187,3:negative,3:negative,,0.006,0.194,*0.8
188,3:negative,3:negative,,0.115,0.108,*0.778
189,3:negative,3:negative,,0.043,0.252,*0.705
190,3:negative,2:neutral,+,0.067,*0.6,0.333
191,3:negative,3:negative,,0.02,0.117,*0.863
192,3:negative,2:neutral,+,0.306,*0.587,0.107
193,3:negative,1:positive,+,*0.784,0.004,0.212
194,3:negative,2:neutral,+,0.23,*0.709,0.062
195,3:negative,1:positive,+,*0.856,0.004,0.14
196,3:negative,3:negative,,0.003,0.275,*0.723
197,3:negative,3:negative,,0.021,0.236,*0.742
198,3:negative,3:negative,,0.008,0.003,*0.989
199,3:negative,3:negative,,0.029,0.107,*0.864
200,3:negative,3:negative,,0.02,0.174,*0.806
201,3:negative,3:negative,,0.006,0.209,*0.786
202,3:negative,1:positive,+,*0.556,0.005,0.438
203,3:negative,2:neutral,+,0.018,*0.516,0.466
204,3:negative,2:neutral,+,0.016,*0.6,0.384
205,3:negative,2:neutral,+,0.001,*0.985,0.015
206,3:negative,2:neutral,+,0.014,*0.777,0.208
207,3:negative,3:negative,,0.057,0.467,*0.475
208,3:negative,2:neutral,+,0.343,*0.631,0.026
209,3:negative,3:negative,,0.162,0.005,*0.833
210,3:negative,2:neutral,+,0.139,*0.843,0.018
211,3:negative,2:neutral,+,0.079,*0.92,0.001
212,3:negative,3:negative,,0.028,0.063,*0.91
213,3:negative,3:negative,,0.229,0.25,*0.521
214,3:negative,2:neutral,+,0.073,*0.835,0.093
215,3:negative,3:negative,,0,0.005,*0.994
216,3:negative,1:positive,+,*0.652,0.02,0.328
217,3:negative,2:neutral,+,0.086,*0.591,0.323
218,3:negative,3:negative,,0.018,0.437,*0.545
219,3:negative,2:neutral,+,0.086,*0.686,0.228
220,3:negative,3:negative,,0.239,0.112,*0.649
221,3:negative,2:neutral,+,0.054,*0.945,0.001
222,3:negative,3:negative,,0.003,0,*0.996
223,3:negative,3:negative,,0.002,0.126,*0.873
224,3:negative,3:negative,,0.003,0.128,*0.869
225,3:negative,2:neutral,+,0.001,*0.827,0.172
226,3:negative,2:neutral,+,0.267,*0.52,0.213
227,3:negative,3:negative,,0.12,0.068,*0.813
228,3:negative,3:negative,,0.091,0.014,*0.895
229,3:negative,3:negative,,0.125,0.22,*0.655
230,3:negative,2:neutral,+,0.002,*0.947,0.052
231,3:negative,3:negative,,0.042,0.063,*0.895
232,3:negative,2:neutral,+,0.004,*0.929,0.068
233,3:negative,1:positive,+,*0.911,0.049,0.039
234,3:negative,2:neutral,+,0.257,*0.741,0.002
235,3:negative,2:neutral,+,0.025,*0.63,0.345
236,3:negative,3:negative,,0.001,0.37,*0.629
237,3:negative,2:neutral,+,0.137,*0.859,0.004
238,3:negative,3:negative,,0.027,0.008,*0.965
239,3:negative,2:neutral,+,0.102,*0.729,0.169
240,3:negative,2:neutral,+,0.196,*0.414,0.39
241,3:negative,1:positive,+,*0.979,0.016,0.005
242,3:negative,3:negative,,0.015,0.009,*0.977
243,3:negative,3:negative,,0,0.402,*0.598
244,3:negative,3:negative,,0,0.319,*0.681
245,3:negative,3:negative,,0.018,0.075,*0.907
246,3:negative,3:negative,,0.036,0.294,*0.67
247,3:negative,3:negative,,0.003,0.126,*0.871
248,3:negative,3:negative,,0.078,0.364,*0.559
249,3:negative,2:neutral,+,0.135,*0.766,0.099
250,3:negative,1:positive,+,*0.436,0.199,0.365
251,3:negative,1:positive,+,*0.792,0.205,0.003
252,2:neutral,2:neutral,,0.028,*0.97,0.003
253,2:neutral,2:neutral,,0.015,*0.964,0.021
254,2:neutral,2:neutral,,0.255,*0.744,0.001
255,2:neutral,1:positive,+,*0.968,0.023,0.009
256,2:neutral,2:neutral,,0.076,*0.916,0.008
257,2:neutral,2:neutral,,0.18,*0.802,0.018
258,2:neutral,2:neutral,,0.085,*0.796,0.12
259,2:neutral,2:neutral,,0.013,*0.786,0.2
260,2:neutral,2:neutral,,0.005,*0.988,0.007
261,2:neutral,2:neutral,,0.178,*0.818,0.004
262,2:neutral,3:negative,+,0.052,0.192,*0.756
263,2:neutral,2:neutral,,0.287,*0.706,0.007
264,2:neutral,2:neutral,,0.076,*0.895,0.029
265,2:neutral,2:neutral,,0.198,*0.798,0.004
266,2:neutral,3:negative,+,0.087,0.405,*0.509
267,2:neutral,2:neutral,,0.072,*0.838,0.09
268,2:neutral,2:neutral,,0.088,*0.896,0.017
269,2:neutral,1:positive,+,*0.996,0.004,0
270,2:neutral,2:neutral,,0.015,*0.98,0.005
271,2:neutral,2:neutral,,0.058,*0.498,0.444
272,2:neutral,2:neutral,,0.005,*0.971,0.024
273,2:neutral,2:neutral,,0.444,*0.548,0.008
274,2:neutral,2:neutral,,0.003,*0.952,0.045
275,2:neutral,2:neutral,,0.022,*0.972,0.006
276,2:neutral,2:neutral,,0.008,*0.979,0.013
277,2:neutral,2:neutral,,0.049,*0.94,0.011
278,2:neutral,2:neutral,,0.062,*0.931,0.007
279,2:neutral,2:neutral,,0.001,*0.962,0.038
280,2:neutral,2:neutral,,0.009,*0.876,0.115
281,2:neutral,1:positive,+,*0.952,0.027,0.021
282,2:neutral,2:neutral,,0.016,*0.982,0.003
283,2:neutral,2:neutral,,0.018,*0.869,0.113
284,2:neutral,2:neutral,,0.218,*0.699,0.083
285,2:neutral,2:neutral,,0.066,*0.931,0.003
286,2:neutral,2:neutral,,0.253,*0.432,0.314
287,2:neutral,2:neutral,,0.074,*0.911,0.015
288,2:neutral,2:neutral,,0.048,*0.874,0.078
289,2:neutral,2:neutral,,0.257,*0.672,0.07
290,2:neutral,2:neutral,,0.097,*0.887,0.016
291,2:neutral,2:neutral,,0.002,*0.831,0.167
292,2:neutral,2:neutral,,0.092,*0.895,0.013
293,2:neutral,2:neutral,,0.167,*0.793,0.04
294,2:neutral,2:neutral,,0.223,*0.777,0
295,2:neutral,1:positive,+,*0.722,0.083,0.195
296,2:neutral,2:neutral,,0.063,*0.934,0.003
297,2:neutral,2:neutral,,0.119,*0.801,0.08
298,2:neutral,2:neutral,,0.062,*0.877,0.061
299,2:neutral,2:neutral,,0.246,*0.725,0.03
300,2:neutral,2:neutral,,0.221,*0.777,0.002
301,2:neutral,2:neutral,,0.388,*0.568,0.044
302,2:neutral,2:neutral,,0.009,*0.988,0.003
303,2:neutral,2:neutral,,0.016,*0.594,0.39
304,2:neutral,2:neutral,,0.002,*0.966,0.032
305,2:neutral,2:neutral,,0.004,*0.921,0.075
306,2:neutral,2:neutral,,0.283,*0.717,0
307,2:neutral,2:neutral,,0.002,*0.996,0.002
308,2:neutral,1:positive,+,*0.898,0.098,0.004
309,2:neutral,1:positive,+,*0.525,0.471,0.004
310,2:neutral,2:neutral,,0.131,*0.869,0
311,2:neutral,2:neutral,,0.01,*0.982,0.008
312,2:neutral,2:neutral,,0.029,*0.908,0.063
313,2:neutral,1:positive,+,*0.619,0.37,0.012
314,2:neutral,2:neutral,,0.037,*0.658,0.305
315,2:neutral,2:neutral,,0.012,*0.988,0
316,2:neutral,2:neutral,,0.136,*0.849,0.015
317,2:neutral,2:neutral,,0.046,*0.95,0.004
318,2:neutral,2:neutral,,0.263,*0.737,0
319,2:neutral,2:neutral,,0.005,*0.877,0.118
320,2:neutral,1:positive,+,*0.897,0.092,0.011
321,2:neutral,2:neutral,,0.196,*0.768,0.037
322,2:neutral,3:negative,+,0.182,0.402,*0.416
323,2:neutral,2:neutral,,0.036,*0.933,0.031
324,2:neutral,2:neutral,,0.002,*0.992,0.006
325,2:neutral,2:neutral,,0.046,*0.899,0.055
326,2:neutral,2:neutral,,0.021,*0.959,0.02
327,2:neutral,3:negative,+,0.02,0.47,*0.51
328,2:neutral,2:neutral,,0.15,*0.757,0.092
329,2:neutral,3:negative,+,0.014,0.385,*0.601
330,2:neutral,2:neutral,,0.22,*0.78,0
331,2:neutral,2:neutral,,0.028,*0.971,0.002
332,2:neutral,2:neutral,,0.004,*0.946,0.05
333,2:neutral,2:neutral,,0.484,*0.512,0.003
334,2:neutral,3:negative,+,0.029,0.055,*0.917
335,2:neutral,2:neutral,,0.1,*0.859,0.041
336,2:neutral,2:neutral,,0.093,*0.738,0.17
337,2:neutral,2:neutral,,0.004,*0.987,0.009
338,2:neutral,2:neutral,,0.075,*0.89,0.035
339,2:neutral,2:neutral,,0.145,*0.832,0.022
340,2:neutral,1:positive,+,*0.83,0.169,0.001
341,2:neutral,2:neutral,,0.053,*0.909,0.038
342,2:neutral,2:neutral,,0.016,*0.984,0.001
343,2:neutral,2:neutral,,0.031,*0.965,0.004
344,2:neutral,2:neutral,,0.121,*0.841,0.038
345,2:neutral,2:neutral,,0.061,*0.814,0.125
346,2:neutral,2:neutral,,0.241,*0.755,0.004
347,2:neutral,3:negative,+,0.086,0.301,*0.613
348,2:neutral,2:neutral,,0.026,*0.973,0.001
349,2:neutral,2:neutral,,0.011,*0.747,0.242
350,2:neutral,1:positive,+,*0.425,0.27,0.305
351,2:neutral,2:neutral,,0.05,*0.889,0.061
352,2:neutral,2:neutral,,0.053,*0.762,0.185
353,2:neutral,2:neutral,,0.003,*0.995,0.002
354,2:neutral,2:neutral,,0.247,*0.734,0.019
355,2:neutral,2:neutral,,0.155,*0.839,0.006
356,2:neutral,2:neutral,,0.13,*0.841,0.029
357,2:neutral,2:neutral,,0.173,*0.824,0.003
358,2:neutral,2:neutral,,0.185,*0.804,0.011
359,2:neutral,2:neutral,,0.344,*0.656,0.001
360,2:neutral,2:neutral,,0.012,*0.788,0.199
361,2:neutral,2:neutral,,0.026,*0.957,0.017
362,2:neutral,1:positive,+,*0.5,0.376,0.124
363,2:neutral,3:negative,+,0.072,0.04,*0.887
364,2:neutral,2:neutral,,0.083,*0.91,0.007
365,2:neutral,2:neutral,,0.227,*0.77,0.003
366,2:neutral,2:neutral,,0.048,*0.799,0.153
367,2:neutral,2:neutral,,0.057,*0.937,0.006
368,2:neutral,1:positive,+,*0.611,0.348,0.041
369,2:neutral,2:neutral,,0.117,*0.803,0.08
370,2:neutral,2:neutral,,0.232,*0.766,0.001
371,2:neutral,2:neutral,,0.097,*0.895,0.008
372,2:neutral,2:neutral,,0.003,*0.731,0.266
373,2:neutral,2:neutral,,0.008,*0.985,0.008
374,2:neutral,1:positive,+,*0.477,0.149,0.374
375,2:neutral,2:neutral,,0.116,*0.761,0.123
376,2:neutral,2:neutral,,0.025,*0.955,0.021
377,2:neutral,2:neutral,,0.204,*0.796,0
378,2:neutral,2:neutral,,0.046,*0.954,0
379,2:neutral,2:neutral,,0.003,*0.919,0.079
380,2:neutral,3:negative,+,0.056,0.233,*0.711
381,2:neutral,2:neutral,,0.329,*0.659,0.012
382,2:neutral,3:negative,+,0.228,0.024,*0.748
383,2:neutral,3:negative,+,0.134,0.074,*0.793
384,2:neutral,2:neutral,,0.103,*0.882,0.015
385,2:neutral,2:neutral,,0.005,*0.984,0.011
386,2:neutral,2:neutral,,0.056,*0.94,0.004
387,2:neutral,3:negative,+,0.04,0.237,*0.723
388,2:neutral,2:neutral,,0.013,*0.925,0.062
389,2:neutral,2:neutral,,0.051,*0.901,0.047
390,2:neutral,2:neutral,,0.19,*0.599,0.211
391,2:neutral,2:neutral,,0.477,*0.518,0.005
392,2:neutral,2:neutral,,0.036,*0.958,0.006
393,2:neutral,2:neutral,,0.161,*0.834,0.005
394,2:neutral,2:neutral,,0.013,*0.984,0.003
395,2:neutral,2:neutral,,0.179,*0.82,0.001
396,2:neutral,2:neutral,,0.084,*0.911,0.005
397,2:neutral,2:neutral,,0.007,*0.991,0.002
398,2:neutral,2:neutral,,0.132,*0.857,0.011
399,2:neutral,2:neutral,,0.305,*0.662,0.033
400,2:neutral,1:positive,+,*0.734,0.114,0.152
401,2:neutral,2:neutral,,0.027,*0.971,0.002
402,2:neutral,2:neutral,,0,*0.686,0.314
403,2:neutral,2:neutral,,0.02,*0.976,0.005
404,2:neutral,2:neutral,,0.067,*0.854,0.079
405,2:neutral,2:neutral,,0.015,*0.955,0.03
406,2:neutral,2:neutral,,0.003,*0.871,0.126
407,2:neutral,3:negative,+,0.007,0.343,*0.65
408,2:neutral,2:neutral,,0.125,*0.818,0.057
409,2:neutral,2:neutral,,0.059,*0.883,0.058
410,2:neutral,2:neutral,,0.018,*0.942,0.039
411,2:neutral,2:neutral,,0.147,*0.779,0.074
412,2:neutral,3:negative,+,0.214,0.309,*0.477
413,2:neutral,2:neutral,,0.061,*0.855,0.084
414,2:neutral,2:neutral,,0.043,*0.956,0.001
415,2:neutral,2:neutral,,0.057,*0.589,0.354
416,2:neutral,2:neutral,,0.041,*0.953,0.006
417,2:neutral,2:neutral,,0.005,*0.954,0.041
418,2:neutral,3:negative,+,0.012,0.447,*0.541
419,2:neutral,2:neutral,,0.018,*0.537,0.445
420,2:neutral,3:negative,+,0.1,0.053,*0.847
421,2:neutral,2:neutral,,0.07,*0.91,0.02
422,2:neutral,2:neutral,,0.055,*0.741,0.204
423,2:neutral,2:neutral,,0.051,*0.531,0.417
424,2:neutral,2:neutral,,0.115,*0.878,0.007
425,2:neutral,2:neutral,,0.149,*0.832,0.018
426,2:neutral,2:neutral,,0.12,*0.879,0.001
427,2:neutral,2:neutral,,0.045,*0.939,0.016
428,2:neutral,2:neutral,,0.026,*0.932,0.042
429,2:neutral,2:neutral,,0.295,*0.686,0.019
430,2:neutral,2:neutral,,0.006,*0.871,0.123
431,2:neutral,2:neutral,,0.197,*0.802,0.001
432,2:neutral,2:neutral,,0.001,*0.994,0.005
433,2:neutral,2:neutral,,0.054,*0.945,0.001
434,2:neutral,2:neutral,,0.075,*0.862,0.062
435,2:neutral,2:neutral,,0.006,*0.932,0.062
436,2:neutral,2:neutral,,0.079,*0.92,0.002
437,2:neutral,2:neutral,,0.183,*0.738,0.079
438,2:neutral,2:neutral,,0.064,*0.935,0.001
439,2:neutral,2:neutral,,0.147,*0.759,0.094
440,2:neutral,2:neutral,,0.025,*0.974,0.001
441,2:neutral,1:positive,+,*0.752,0.236,0.012
442,2:neutral,2:neutral,,0.323,*0.676,0
443,2:neutral,3:negative,+,0.195,0.135,*0.669
444,2:neutral,2:neutral,,0.05,*0.918,0.032
445,2:neutral,1:positive,+,*0.736,0.264,0
446,2:neutral,2:neutral,,0.021,*0.925,0.054
447,2:neutral,2:neutral,,0.132,*0.816,0.052
448,2:neutral,2:neutral,,0.344,*0.631,0.025
449,2:neutral,2:neutral,,0.076,*0.903,0.021
450,2:neutral,1:positive,+,*0.542,0.443,0.015
451,2:neutral,2:neutral,,0.01,*0.958,0.032
452,2:neutral,2:neutral,,0.16,*0.831,0.009
453,2:neutral,2:neutral,,0.013,*0.969,0.018
454,2:neutral,2:neutral,,0.007,*0.945,0.048
455,2:neutral,3:negative,+,0.009,0.385,*0.606
456,2:neutral,1:positive,+,*0.663,0.333,0.003
457,2:neutral,3:negative,+,0.294,0.306,*0.4
458,2:neutral,2:neutral,,0.281,*0.58,0.138
459,2:neutral,2:neutral,,0,*0.996,0.004
460,2:neutral,2:neutral,,0.016,*0.969,0.015
461,2:neutral,2:neutral,,0.446,*0.551,0.003
462,2:neutral,1:positive,+,*0.712,0.282,0.005
463,2:neutral,2:neutral,,0.035,*0.962,0.003
464,2:neutral,2:neutral,,0.203,*0.762,0.035
465,2:neutral,2:neutral,,0.014,*0.983,0.003
466,2:neutral,2:neutral,,0.015,*0.811,0.174
467,2:neutral,3:negative,+,0.008,0.356,*0.635
468,2:neutral,2:neutral,,0.315,*0.549,0.136
469,2:neutral,2:neutral,,0.283,*0.717,0
470,2:neutral,2:neutral,,0.023,*0.896,0.081
471,2:neutral,2:neutral,,0.313,*0.677,0.01
472,2:neutral,2:neutral,,0.017,*0.763,0.22
473,2:neutral,2:neutral,,0,*0.997,0.003
474,2:neutral,2:neutral,,0.19,*0.802,0.008
475,2:neutral,2:neutral,,0.001,*0.983,0.016
476,2:neutral,2:neutral,,0.255,*0.587,0.158
477,2:neutral,2:neutral,,0.275,*0.723,0.002
478,2:neutral,2:neutral,,0.132,*0.704,0.164
479,2:neutral,2:neutral,,0.023,*0.974,0.004
480,2:neutral,2:neutral,,0.234,*0.671,0.095
481,2:neutral,2:neutral,,0.001,*0.52,0.479
482,2:neutral,2:neutral,,0.004,*0.987,0.009
483,2:neutral,2:neutral,,0.03,*0.94,0.03
484,2:neutral,2:neutral,,0.411,*0.538,0.05
485,2:neutral,2:neutral,,0.138,*0.857,0.006
486,2:neutral,1:positive,+,*0.657,0.339,0.005
487,2:neutral,2:neutral,,0.497,*0.501,0.002
488,2:neutral,1:positive,+,*0.961,0.035,0.005
489,2:neutral,1:positive,+,*0.433,0.362,0.205
490,2:neutral,2:neutral,,0.132,*0.868,0
491,2:neutral,2:neutral,,0.24,*0.715,0.046
492,2:neutral,2:neutral,,0.031,*0.969,0
493,2:neutral,3:negative,+,0.031,0.365,*0.604
494,2:neutral,2:neutral,,0.167,*0.692,0.142
495,2:neutral,2:neutral,,0.04,*0.951,0.009
496,2:neutral,2:neutral,,0.406,*0.593,0.001
497,2:neutral,3:negative,+,0.012,0.076,*0.912
498,2:neutral,2:neutral,,0.099,*0.895,0.006
499,2:neutral,2:neutral,,0.039,*0.958,0.002
500,2:neutral,1:positive,+,*0.871,0.017,0.111
1,1:positive,2:neutral,+,0.008,*0.988,0.004
2,1:positive,1:positive,,*0.949,0.051,0
3,1:positive,1:positive,,*0.867,0.121,0.012
4,1:positive,1:positive,,*0.947,0.039,0.014
5,1:positive,1:positive,,*0.9,0.098,0.002
6,1:positive,1:positive,,*0.793,0.205,0.002
7,1:positive,1:positive,,*0.893,0.065,0.042
8,1:positive,2:neutral,+,0.274,*0.71,0.016
9,1:positive,1:positive,,*0.981,0.016,0.002
10,1:positive,1:positive,,*0.961,0.039,0
11,1:positive,2:neutral,+,0.38,*0.617,0.003
12,1:positive,1:positive,,*0.934,0.051,0.015
13,1:positive,2:neutral,+,0.189,*0.779,0.032
14,1:positive,1:positive,,*0.975,0.017,0.008
15,1:positive,1:positive,,*0.994,0.006,0
16,1:positive,2:neutral,+,0.452,*0.52,0.028
17,1:positive,2:neutral,+,0.049,*0.944,0.008
