content,Class,cluster
'With all Benson\'s attention, Frankie feels like a forgotten stepchild. Lets \'founding father\' him so he know we will never forget 2nd place.',negative,cluster10
'Police, protesters clash at Republic Day march in Turkey: On a day marking the 89th anniversary of the founding ... http://t.co/xewokaIE',negative,cluster2
'I will be participating in a Google+ Hangout with @TheEconomist tomorrow!  I\'m SUPER excited! Check it out: https://t.co/jvmZcqBa',positive,cluster9
'@buckbelue8 why do you think Murray may leave? No way a team drafts him before the 5th or 6th round!',negative,cluster1
'Aww love you Austin Rivers and happy to see you get start in 1st NBA game...but it\'s against my boys, LETS GO SPURS! #Spurs #NBA',positive,cluster1
'@witheredhand I\'ve paid a few quid for a Jim White record if I recall correctly but I\'m not in the biz so i may well be missing the point.',neutral,cluster6
'@TeamStradley mines personal thinking Tebow is better then Flacco. I don\'t care how bad he played Sunday',positive,cluster1
'@OilOnWhyte @albertaoilfire another center? Gagner is a good cheap 2nd line option that we can afford and keep the kids.',positive,cluster1
'@politicalwire I\'m still shaking my head at that decision and that the Heat & Knick are actually playing tomorrow at MSG.',negative,cluster1
'the glass may be rising, but it\'s not getting any warmer here, Lago del Desierto, Argentina http://t.co/Hp4S2M5G',negative,cluster3
'Wish I could make that trip to Athens on Tuesday @iCaptainMorgan',positive,cluster10
'Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday pushed out the powerful hea...',neutral,cluster5
'i want to watch The Grey... for the 16th time.',positive,cluster10
'Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng',neutral,cluster1
'I\'m hosting the Day party @ Spartacus Friday From 2-6 and then @ Spy in Raleigh that night!',neutral,cluster10
'\\\"\"Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in NY with their game against the Steelers on Sunday\\\"\"',neutral,cluster1
'@_AllBelongs2Me_ the McCormick Place....rite here by the hyatt hotel on like 23rd nd King Dr.',neutral,cluster3
'Fabio Capello: \\\"\"From what I\'ve seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow\\\"\". #cantwait',positive,cluster1
'@bbberb not necessarily. In Nevada it may help Obama because its one less vote for Romney. But I know what you mean hah.',neutral,cluster3
'Parker, Leonard steal OKC\'s thunder: Ninety minutes before tipoff Thursday night at the AT&T Center, Oklahoma Ci... http://t.co/NNjbPSWk',negative,cluster6
'@Kreuzer_11 I really do hope they finish the trade by Tuesday or Wednesday. Gagner is a real solid player and could help the sabres',positive,cluster1
'After watching the campaign again I have realized that Step Brothers is still the funniest Will Ferrell movie but this one is in 2nd place',positive,cluster10
'@_Sherwood12 he\'s on the plane to Amsterdam now, bet he\'s not in class tomorrow',neutral,cluster10
'@_bethanygarland I really wanna go to one of his things! Did you watch his new thing on channel 4 last Friday? xx',positive,cluster10
'I -may- be the only girl on the face of the earth that DOESN\'T find Channing Tatum attractive. #callmecrazy #justsayin #donthateme',negative,cluster9
'Obama may have been better off staying put, personally I\'m glad he\'s back on the trail- he\'s helping move people to Mitt!',positive,cluster10
'Cold pizza and Mass Effect 3. I want my leg healed!! Going to look up some voodoo shit. I\'ll be walking, jumping and running tomorrow.',neutral,cluster10
'Remember Cupid at Convo last year with the bomb candy bar?? If you liked that, you\'ll LOVE next Tuesday\'s Tr http://t.co/af9hu4pU',positive,cluster10
'On November 16 ; me, my mom, and my sister are going to see \\\"\"Breaking Dawn: part 2\\\"\" #judgeus',neutral,cluster10
'Channing tatum will be in white oak tomorrow...for all you stalkers out there',neutral,cluster7
'@Brett_Elliott8 I fly that Saturday the 15th from Detroit to Amsterdam then up to Newcastle',neutral,cluster10
'My dad & the builder are talking about City and it turns out the builder is sat the row behind me at the Aston Villa game, fuck sake',negative,cluster8
'Games played during the week are now more interesting than Super Sunday!',positive,cluster4
'#hulu Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00... http://t.co/XsbCPkVe',neutral,cluster4
'@Pastorjoshg @corylethgo @KevinCabe @kcabe21 I\'d watch Cougar Town over this any day! January 8 on TBS. Very funny. #firedooley',positive,cluster4
'Stacie just hit me up and said my packages might be up here tomorrow if that\'s the case I\'m not going to the rave in San Fran. #priorities',negative,cluster9
'Of course it\'s Aston Villa.  Played them off the park on Saturday.  Bring it on!',neutral,cluster10
'@kevins980 matching Cofield in sacks. But, this is only the 1st pre-season game so.... we\'ll see.',neutral,cluster1
'Give me 5 mins with Candy the dancer from Deja Vu I\'m nutting on my 4th pump she that bad lol',negative,cluster10
'Kevin Hart show at MSG on November 10th is going to be beautiful',positive,cluster1
'@heeydems Do you know ?they may not but we\'re so fond of all the countries . Uh,happy Republic Day .',positive,cluster2
'@shootingrocks cof cof~  someone is going to Germany on november 30 ...oh I really envy you   :)  http://t.co/kZZoR8Az',positive,cluster9
'Thank you snow for cancelling classes today. Now you may stop snowing, so that I can drive to Chapel Hill tomorrow. I\'d really appreciate it',positive,cluster10
'Chick in my class said Flacco is the best QB in the league. 1- why is a chick talkin football. 2. I cant wait for class tomorrow lol',positive,cluster10
'#entrepreneur #angelinvestor pitch in on the new birthday party / Super Bowl Sunday treat http://t.co/HcU3990c',positive,cluster2
'#OilersMobile: July 20: Sam Gagner | http://t.co/MisqEmgQ   @gagns89 nice to have you there for at least another year!',positive,cluster1
'think i might go see flight tomorrow just because Denzel Washington ..',positive,cluster10
'Mohamed Nasheed\'s Press brief about CONI report - 31 Aug 2012: http://t.co/niN6zHhn via @youtube',neutral,cluster5
'I wish the best of luck to the boro football players and hope they kick butt Saturday for shaun #WinItForShaun',positive,cluster10
'Calling all reality TV fans: We\'re inviting LI reality TV stars to join a Google+ Hangout on Sunday and you can too. http://t.co/WzO0bhVm',neutral,cluster9
'Honesty is often best policy: Fabio Capello, Russia coach: \\\"\"I was hoping Ronaldo\'s injury was more serious so he couldn\'t play tomorrow.\\\"\"',negative,cluster1
'Bestie we gotta go see \\\"\"flight\\\"\" with Denzel Washington, comes out Friday. Seems so good @Bsociallyactive',positive,cluster10
'I don\'t know what y\'all will be doing on November 1, but I\'ll be in a Google+ Hangout with Jordy Nelson!! #squeeeeee',neutral,cluster9
'Dinner in Athens with my friend, @stevebeuerlein. Preparing for our game on @SEConCBS this Saturday. #OleMiss #Georgia http://t.co/4QqWxtnd',neutral,cluster6
'@Yvette_Elena :) Most def, i think when you come tomorrow the boys will be here.',positive,cluster10
'This is Austin Rivers 1st game and people sucking him he a rookie chill !',negative,cluster1
'@goatmilkstuff Hello. May I ask how did you get on set of Castle?',neutral,cluster7
'Throwback Thursday! Daddy and Joe Pa! RIP to, in my eyes, still the most winningest coach in college footbal http://t.co/VhJcXZOR',positive,cluster1
'@HockeyyInsiderr \\\"\" @OilersNow: Gagner\'s agent says talks continue, will have hearing on Friday if no deal\\\"\" MSM just proved you\'re #clueless!',negative,cluster5
'Im enjoying Celebrity Juice instead of sleep, going to be fooked tomorrow though',positive,cluster10
'The Woman In Black - the legendary ghost thriller, touring to Dubai and Abu Dhabi in November & December. More... http://t.co/2uz56zci',positive,cluster4
'Can it please be Wednesday and POTUS has been re elected. Then we can move this country #Forward!',neutral,cluster10
'Jacksonville really sound like the move tomorrow',neutral,cluster10
'#ASimpleLife opens tomorrow at Lee\'s 4-Star in San Fran - Roger Ebert called it \\\"\"one of the year\'s best films\\\"\" http://t.co/q0Cz0lz6',neutral,cluster9
'@JessieWagnon @tcswagg NOOOOOOOOO!!!!!! Maybe you can just look over it right before the test tomorrow and do that first',negative,cluster10
'#hcafc loan keeper Ben Amos named in the England under-21s side to face Azerbaijan next Thursday and Norway on Sept 10.',neutral,cluster1
'norv turner calls a play action pass on 1st & goal at the half-yard line, rivers throws a pick. #chargers',neutral,cluster1
'Celebrity Juice. Best thing on about a Thursday',positive,cluster10
'@SteveRattner @JoeNBC @morningmika My friends and I are betting Joe wets his pants when he sees the whopping Mittens will get Nov 6',neutral,cluster6
'@ahmedthalib waheed proposed mdp to join the  gov prior CoNI\'s verdict. 7 feb controversial power transfer refrained mdp joining the govt.',negative,cluster5
'Me and @hayleyrose booked in to see A Good Day To Die Hard on February 14 2013 (Valentine\'s day).',neutral,cluster10
'\\\"\"@AmianaTyransky: Frankie: I think I\'m gonna have a date with my bed tomorrow Me: same.\\\"\" That\'s my boy',positive,cluster10
'Pray for Mohamed Morsi the new President of Egypt that he may continue to be a leader for freedom and peace.  http://t.co/f0LKm17i',positive,cluster8
'I may spend a lot of my free time riding on random elevators hoping for a chance encounter with Bill Murray...',positive,cluster10
'WVU goes for it on every 4th down. Is our kicker worst than Cundiff?',negative,cluster1
'@Rhayne_Mac1 was it Becky? cause she told me about it.. i\'ll figure it out tomorrow..',neutral,cluster10
'Axl Rose needs to just give up. Now. Not later, not soon, not tomorrow. NOW!',negative,cluster8
'Dr. Mohamed Morsi announced as Egypt\'s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to Egypt! :)',positive,cluster8
'Shout out to my boy @JshapMMA who fights tomorrow night on the Las Vegas #rfa card. He\'s put in the work so I don\'t need to wish him luck.',positive,cluster10
'@lore_x3 Dec 16th. I know it\'s so far and near the end of Sagittarius but I\'m a full blown Sag girl :) lol',positive,cluster10
'If you\'re on the Isle of Man next Thurs, I\'ll be talking about Safe House and signing books at Waterstones from 6.30pm. @WaterstonesIoM',neutral,cluster10
'PBR & @mokbpresents bring you Jim White at the @Do317 Lounge on October 23rd at 7 pm! http://t.co/7x8OfC56',neutral,cluster6
'Happy Halloween!! Starting this wicked Wednesday off listening to Pink Floyd and Leonard Cohen. Get to take my boys out tonight! Yay!!',positive,cluster10
'I wonder what Cortese is thinking after watching that 1st half of total wank? As for Boruc you are a disgrace and a complete TWAT. #saintsfc',negative,cluster10
'Sad I won\'t get to see @ZachMTV on The Challenge: Battle of the Seasons tonight :( I guess I\'ll have to wait until next Wednesday..',negative,cluster10
'Austin Rivers needs to get stronger, #Spurs guards muscling him tonight. He started and just now scored in 4th. #Hornets',negative,cluster1
'July 28th National Milk Chocolate Day. You might say milk chocolate is the star of the chocolate (cont) http://t.co/GEBoG3Gl',neutral,cluster2
'On Sunday November 4th Olympus experts will be on hand at the Currys store in Cambridge.  From 10:30am until... http://t.co/skD7NlOY',neutral,cluster4
'Happy Valentines Day <3... only if you live in Brazil, otherwise its just another irritating Monday.',positive,cluster2
'Okay me and @megnicolelewis are about to watch The Woman In Black. This may be a terrible night.',negative,cluster10
'@Real_Liam_Payne Saturday I buy my ticket for the #TMHTOUR in Belgium! I\'m so happy!!!!',positive,cluster10
'This goes way too fast :O Its been already a year that I saw Avril Lavigne in concert <3 October 25 2011, one of the best day of my life :D',positive,cluster10
'Heh I just remembered I forgot to watch Jonathan Ross. Guess I\'ll watch it tomorrow. I was watching another show and forgot. Schmeh.',neutral,cluster10
'Gambled on Chocolate Day as a successful theme day at work..turns out chdn DO like chocolate. Wed. is Gross Day. Hope kids like gross stuff.',positive,cluster2
'Harry Redknapp is set to hold talks over the Blackburn job on Tuesday as he prepares for a return to management (Mail)',neutral,cluster4
'@SupremeJuice_ go to the bell game tomorrow I\'ll take you for. A littlle whippa',neutral,cluster10
'If you fancy joining in our A to Z tour of the World Foods of London, come sample Taiwan on Thursday:... http://t.co/avz5Ylvj',positive,cluster5
'So many choices of gigs this saturday night. The IBB at the Rugby club (which one, there are two up Twmpath?) and... http://t.co/sGKzLaEh',neutral,cluster10
'@multiplexer How does it compare to Diablo III (regardless of how fair that comparison may be)?',neutral,cluster5
'\\\"\"How many continents was The Challenge filmed on?\\\"\" \\\"\"21?\\\"\" okay, what did you fail 2nd grade?',negative,cluster10
'@TimOcchipinti Were going to be at Boys and Girls Club to clean tomorrow at 10am. They told us to bring boots and gloves. All are welcome.',positive,cluster10
