@relation '6HumanCoded Dataset'

@attribute content string
@attribute pos numeric
@attribute neg numeric
@attribute Class {positive,neutral,mixed,negative}

@data
'Most convicted killers that have been cleared and freed didn\'t have as much evidence to exonerate them as there is for ALA. If ALA cannot be cleared on the prints, DNA and handwriting, nobody could ever be cleared of a crime. To accept ALA\'s guilt is to deny solid physical evidence in favor of witch hunting, sophistry, invented factoids and wild speculation. Some think that\'s stronger evidence than prints, DNA and handwriting. If that evidence is so weak, then nobody could ever be convicted.',2,2,mixed
'Will be trying this tonight. I might bake them instead of frying. I just feel that potatoes especially mashed will soak up every bit of the oil. Frying is always yummier, but since I\'m pregnant, everything fried gives me indigestion...',2,2,mixed
'@ccdcassi I hope so too. It\'s still a great city and will always be. Thank you for your support',2,2,mixed
'yh ur rite soul touching and very sad...',2,2,mixed
'his hat is fuking sik 5:10',2,2,mixed
'These are the days these are the moments that pass us by',3,2,positive
'Apples taste good but Oranges taste good also. I just summed up your stance on any two opposing issues, do you work in congress? Allow me to stereotype you: Spineless, unprincipled, panderer. Any one will work.',2,3,negative
'dizaster sucks',1,2,negative
'ok so shep\'s ship is totally a guitar. it even has a whammy bar!',2,2,mixed
'Sex, drugs, rock-n-roll !!!',3,1,positive
'im a dance minister and when there is song of warfare on sometimes it just be like that. you got to minister to your self and stomp satan all the same time . amennn',2,2,mixed
'vanguard of justice my ass more like the vangurd of low down cheating mother fuckers',1,4,negative
'When was this video made? I didn\'t see it in the credits',1,1,neutral
'you couldn\'t be a Libertarian and believe the way you believe',1,2,negative
'this is my new favorite super furry animals song',2,1,positive
'totally agree with you. liked them for a couple years now.',2,1,positive
'dude just go to the apple store snow lepord is there!',2,2,mixed
'yeah its totally worth it',2,1,positive
'So Dope...!!!',3,1,positive
'Charmed LOL',3,1,positive
'Ok,You PA boys can stop showing off now. We know y\'all have all the power we drool over in the rare times it gets south of you.',2,2,mixed
'i was a little kid when i heard this song in my moms cd\'s. i dont remember how old i was but i remember i didint understand the words to well, but i fell in love. i fell in love with the music and the words my small brain could pick up. great era of music.',3,1,positive
'? this swucks',1,2,negative
'you got a camera mark!!!!!!!',3,3,mixed
'what is a pyro fx',1,1,neutral
'Great video Steve! I remember the first time I read John Muir\'s description of the ice cone, I was amazed by it. To see it through your eyes is pretty cool. Love the time lapse of the creek too.',4,1,positive
'@cdreddick34 Thanks for the advice I will consider that the next time I get them twisted up.',2,2,mixed
'Thank you! :)',3,1,positive
'Fantastic. Thanks for posting. And Rod...sort it out!',3,2,positive
legit,2,1,positive
'shits perfect',2,2,mixed
'that gave me chills. ...so very excellent.',3,2,positive
yes,2,1,positive
'@VeganButterfly Wow, you expect to have a civilized discourse with that kind of pessimistic dualistic attitude? The reason my responses seem \"dumb\" to you is because I\'m pointing out all of the contradictory fallacies in your arguments. My responses are m',2,3,negative
'Gld etf is stored in london.',1,1,neutral
'@ln4359 havent played since i broke my wrist last year.....its still not 100\% yet....',1,2,negative
'I cannot thank you enough for this incredible information. You are living proof that the raw food diet is miraculous. You are SO beautiful! Thank you so much for your example and for being such an inspiration. I want to look as beautiful and be as healthy as you are!',5,1,positive
'that is the best video I have seen on what the argument is.Thank you',4,1,positive
'laureen cheated laureen cheated she cheated FUKIN cheated',1,4,negative
'Andy Milanokis!',1,1,neutral
'I wish the \"Nashvilles\" would pull their heads out of their asses and promote more music like this, there are very talented songwriters out there, but the Nashvilles are ignoring them. I don\'t understand why they are promoting this \"Hip Hop\" country of today. Sure it sells, but there is stuff out there that would sell better.',2,2,mixed
'i think at 0:57 he was going for another soccer kick but then remembered he was in the WEC lol',2,2,mixed
'wow neon another episode your uploading alot today',2,1,positive
'hey got a question about this if u dont mind. Do I have to control when it starts swelling? or does the pedal know when to do it? im not sure if you understand this, but in simpler words: \"does the volume start swelling everytime you pluck a note?\"',2,2,mixed
'i think im in love.. lol',3,1,positive
'try and make ur vids more clear',1,2,negative
'why do you have that if you don\'t have 2',1,2,negative
'Hmm, who would I rather have talking about foreign affairs? A ball of Bushisms? Or this guy?Great speech Barack. I\'m sure another hundred years in the middle-east would reallllly help Israel. Hah! Yeah right.',2,3,negative
'Love the AMV.OMG. That\'s my TV! :O',4,1,positive
'on thing to say to cobra commander cooooooobra.',2,1,positive
'good job!',3,1,positive
'I luv this film',4,1,positive
'PITIFUL that the federal govt doesn\'t give a damn about the very folks that voted them into office. It\'s absurd to enforce a regulation/law that REQUIRES a pharmacy, OR ANY BUSINESS, TO OPERATE BELOW COST! This is just plain WRONG! As we say in the South- That dog won\'t hunt\". ',2,4,negative
'wrd6807 76mf3i2 fr2j070 483v42 772',1,1,neutral
'aww shes so cute ny little brother does this too',3,1,positive
'wow, sickest commentary ever, he\'s playing assasins creed on gow2! loool',3,1,positive
'lol a mage queen huh XP',2,2,mixed
'TE AMOO!!! WERA !!! ESTEFANI ERES MI TODO UN DIA TE VOY A TENER A MI LADO SI TU ME DEGARAS <33333333',1,1,neutral
'which is what i origionaly said obama is waisting all of the tax payers money spending waaay too much and not spending they way he should.',1,3,negative
'this is the best PCTS live show ever',3,1,positive
'That really cool but get a life',3,3,mixed
'estuvo vacano eso!!',1,1,neutral
'Looks like fun and the air strip is by my house. I go by it on the way to the town dump. One day I\'ll get my ultralight.',2,2,mixed
'snoops fucking baked',1,3,negative
'@DaymyanT \"actoring\"?',1,1,neutral
'Thanks for posting. Its so old!',2,2,mixed
'im startin to wonder an worry dude',2,2,mixed
'Cool. Good job! And dope tracc! Straight up G shit!Thanks 4 tha upload!',3,1,positive
'Wow your lyrics are awesome :D Love the key of awesome. Always entertaining',4,1,positive
'lve daa song ;)',4,1,positive
'you\'ll always mean so much to me.........thank\'s for being such awonderful friend......I\'ll just keep right on proving that good friends were meant to last....',5,1,positive
'Why is Jack seemingly nude when he\'s scared? xD',1,2,negative
'i completely just fell for you.....you i will see in namibia.',3,1,positive
'florence is my favorite city in the entire world...and, believe me, i\'ve been around. i LOVE LOVE LOVE that you were so slow and deliberate in your filming of my favorite city. i wll visit your post ofte...and wish i were back in the land and city that i love! gracie!',4,1,positive
'You freak!',1,4,negative
'who loves google? :/',2,2,mixed
'looks damn good! can\'t wait to see it!',3,1,positive
'Yippy! I was just telling my brother that i was having Nutnfancy withdrawals because its been about a week since your last vid.',3,2,positive
'I mean to say with the media would give ron paul at least a 1/10th of the time that Obama gets',2,2,mixed
'@King100Joe he makes it out less than it is. he doesn\'t see it as much of a problem.',2,2,mixed
good,2,1,positive
'You GO girl !!! If everybody were a diva then asshat CEOs might get their act together !!!',4,2,positive
'better than shiny toy guns. ',3,2,positive
Awesome,4,1,positive
'@whatif1999 I like the bit where she jumpes to the floor and it dosn\'t blow up and then it blows up and she gets back up and when it blows the second time then she jumps well at 3:21/4:10',3,1,positive
'In the past four years, Bayh collected more than $1.7 million in pre-tax income when she exercised stock options from two of the corporations. Her actual income from exercising stock options is higher, but the details of one transaction were not publicly reported.',1,3,negative
'Alison Moyet\'s looking bloody terrific! Wowser x',4,1,positive
'cavs have a terrible bench, pietrus outscored the whole bench and hes a bench warmer as well so cavs are a team that breaks in the playoffs so next season you will see lebron on the knicks',1,2,negative
'@vannoah i voted 4 him last time...i hope more peolple would wise up...',3,2,positive
'cuando va a ser el dia q piensen mas como deportistas y no como ingnorantes perdedores de la vida, q solo saben insultar a los demas equipos. Q lastima me da ver esto, y pensar q yo tambien soy uruguayo... me da asco la mentalidad de todos los fanaticos, q lo unico q hacen es agredir, y no respetan a los otros equipos... es muy facil odiar. Me imagino q es la mentalidad uruguaya, nos gusta lo facil. Q desgracia!! APOYEN EL DEPORTE MUCHACHOS, no la VIOLENCIA!',1,1,neutral
'Yeah, actually I kind of felt that way myself. I\'m probably going to go in and add a few more SMW areas to better even out the Sonic:Mario ratio.',2,2,mixed
Killer!,2,2,mixed
'What a beautiful look that I can wear anywhere. I don\'t recall seeing you use pigments. Do you like them or use them? If so, I would like to see a step by step tutorial.',2,1,positive
'I would suggest that to stop it bowling outwards 1st slow your wheel down and 2nd make sure you collar the top in before lifting like I do which helps to counteract the centrifugal force wanting to throw it out widely.',2,2,mixed
'tapthattoast (jeezechesse)is like a super star so is jeezejess and jeezecheese',3,1,positive
'I used to watch this when I was younger! Good times... lol This was one of my favorite episodes!',4,1,positive
'the guy video taping is probably laughing his ass off.',2,2,mixed
'Conan\'s such a class act.',3,1,positive
'Damn nice',3,1,positive
'Haha, wow.',3,1,positive
'This is awesome',4,1,positive
'Beautiful dog. Don\'t worry about the not like water once they find its fun there\'s no keeping them out believe me. Our darling can\'t help himself if it wet he has to jump in. Doesn\'t matter if it\'s a river, puddle or even the bath (when your in it!)',3,2,positive
'ssatish112233: another 23 yr old moron on YouTube that don\'t know shit EXCEPT he\'s a white boy trying to be black, lol, got all the Dre and Snoop joints in his lowrider, ,lol. You\'re a fawkin disgrace to this Country. Get a clue, read something like American history... Fawk off moron.',1,5,negative
'i love being busy too! as a college student, i get my water in SOOOO fast if i I bring it with me to classes. when I sit at home, I drink diet coke. Haha. If I bring my water, i drink it as I am bored in class. :) love it.anyways, you go girl. stay busy, its good for our minds! just start eating some more calories and keep doin everything else. you look great and will do great at your new job! congrats!ps- love those earrings!',4,2,positive
